" Tag 1 "," Tag 2 " , Similarity
"dracula","SHRUNKEN PEOPLE",1.613711759404598E-4
"dracula","jet",1.7445479846919226E-4
"dracula","Great score",9.205107905488975E-5
"dracula","assasination plot",1.612691172498978E-4
"NOT A MOVIE","My movies",0.0014232218660134382
"denzel's fine behind","My movies",0.0025450843098314695
"dracula","Jeremy Leven",3.5763672473545256E-5
"dracula","well cast",4.3613699617298065E-5
"dracula","train trip",2.1196789418684086E-4
"Le Carre's Best Film","My movies",0.010867657988768157
"jew","3",0.004593720638672555
"see also:Zathura","3",6.865010791565762E-4
"jew","2",0.0019878043351685736
"denzel's fine behind","3",0.0028191709195433475
"NOT A MOVIE","3",0.0011679447482724912
"NOT A MOVIE","2",2.3990872968583004E-4
"NOT A MOVIE","1",2.5885629622470315E-4
"NOT A MOVIE","de-genderization",1.118941505164511E-4
"NOT A MOVIE","6",4.3096163854410504E-5
"dystopia","civilians at war",0.007128631879793316
"NOT A MOVIE","4",1.6542309723705835E-4
"NOT A MOVIE",">",2.260462739233291E-4
"NOT A MOVIE","El dilema",5.750635103935641E-5
"NOT A MOVIE","religion:Xian",1.101908348349348E-4
"see also:Zathura","2",3.258276265998392E-4
"denzel's fine behind","2",0.0012431225672792073
"denzel's fine behind","1",2.622183649154989E-4
"denzel's fine behind","6",6.33612975546883E-5
"denzel's fine behind","5",1.8308001471948837E-4
"jew","1",9.636354595569804E-4
"jew","BOARDROOM JUNGLE",4.6503983951135256E-5
"jew","de-genderization",4.7470434255916746E-5
"jew","7",1.8954559257096707E-4
"jew","6",1.3685792209734604E-4
"jew","5",8.837498093164974E-5
"NOT A MOVIE","SUICIDE",1.769194393960888E-4
"NOT A MOVIE","twee",5.301801032457969E-5
"Le Carre's Best Film","3",0.006703346650988351
"jew","4",0.0022751334346753993
"jew","9",4.620070359046092E-5
"jew","8",5.740013246367094E-5
"jew",">",0.0011952559020666502
"jew","Lisa Eilbacher",5.0148121786123905E-5
"Le Carre's Best Film","2",0.003317637749234864
"jew","Michael Byrne",2.0770272095053865E-4
"jew","El dilema",4.853532957198645E-5
"jew","religion:Xian",2.120546654378392E-4
"jew","G",3.0831658895472114E-4
"Le Carre's Best Film","1",0.001308140413631144
"Le Carre's Best Film","BOARDROOM JUNGLE",3.7370898671782447E-5
"Le Carre's Best Film","de-genderization",3.059095783395575E-5
"Le Carre's Best Film","7",1.5301325145355583E-4
"jew","plucky crew",7.252273404393781E-5
"Le Carre's Best Film","6",2.6300271682215234E-4
"NOT A MOVIE","R",0.0037351550344833905
"Karen Allen","My movies",0.012383887718410534
"NOT A MOVIE","swords",5.644145572328671E-5
"dystopia","alan moore",0.017165331585920162
"dracula","My movies",0.014464579548880207
"vertriloquism","train trip",6.813027636044034E-5
"see also:Zathura","1",6.8285383510374E-5
"see also:Zathura","BOARDROOM JUNGLE",4.4756190640158414E-5
"see also:Zathura","7",3.1134583476670866E-5
"see also:Zathura","5",1.0897005232386267E-4
"denzel's fine behind","4",3.1167326360374267E-4
"denzel's fine behind","9",6.156332457993775E-5
"Karen Allen","jfd",1.056795552121914E-4
"Karen Allen","Lovely",3.6839310618201256E-5
"civilians at war","My movies",0.02677520634396655
"civilians at war","Lovely",1.6015644573533956E-4
"Taye Diggs","R",6.827868225070982E-5
"dystopia","see also:Zathura",0.0010287604319007423
"jew","ignorance",4.8168188749520764E-5
"jew","SUICIDE",4.7470434255916746E-5
"jew","twee",4.404698885720973E-5
"dracula","3",0.004143727131913699
"NOT A MOVIE","pedophile",4.98871995393437E-5
"NOT A MOVIE","Noel Coward",2.1976716576908013E-4
"denzel's fine behind",">",5.463960168549497E-4
"NOT A MOVIE","f",4.2909329606659856E-5
"denzel's fine behind","religion:Xian",4.748066647173571E-5
"NOT A MOVIE","d",5.750635103935641E-5
"denzel's fine behind","G",4.3190847214108335E-5
"NOT A MOVIE","love affair",5.165140452402452E-5
"NOT A MOVIE","Annie Potts",5.6109286877141286E-5
"see also:Zathura","4",3.6242024661510883E-4
"denzel's fine behind","ashton kutcher",5.102969056220405E-5
"denzel's fine behind","SUICIDE",1.9466843802994242E-4
"denzel's fine behind","elephants",1.5739544712645788E-4
"NOT A MOVIE","wartime",6.55337119172981E-5
"Le Carre's Best Film","5",7.82435102023382E-4
"see also:Zathura",">",3.3070289329484325E-4
"see also:Zathura","religion:Xian",3.219051482831306E-5
"see also:Zathura","G",3.247203243576152E-5
"see also:Zathura","ashton kutcher",9.512577292280854E-5
"see also:Zathura","plucky crew",2.7261563033445037E-5
"dystopia","Le Carre's Best Film",0.004704501651225364
"see also:Zathura","elephants",1.679269839584408E-4
"Le Carre's Best Film","4",0.003033707085526951
"Le Carre's Best Film","9",1.0142245702152401E-4
"Le Carre's Best Film","8",1.1103811572373032E-4
"dystopia","NOT A MOVIE",2.7093788272865467E-4
"dystopia","denzel's fine behind",0.00187991764709479
"NOT A MOVIE","independent film",9.242025461721334E-5
"NOT A MOVIE","transsexuals",2.059001255868966E-4
"NOT A MOVIE","sequelTo:Bruce Almighty",4.2909329606659856E-5
"NOT A MOVIE","affectionate",2.1676059378761904E-4
"NOT A MOVIE","great cast excellent",8.811770349934325E-5
"NOT A MOVIE","Tobey Maguire",6.272701609605225E-5
"NOT A MOVIE","guilt",5.9564420659005446E-5
"Le Carre's Best Film",">",0.003223956057677075
"Le Carre's Best Film","Michael Byrne",7.108116856146964E-5
"Le Carre's Best Film","El dilema",9.330850994036135E-5
"Le Carre's Best Film","religion:Xian",1.6253922449620918E-4
"Le Carre's Best Film","G",5.706169030518756E-4
"alan moore","My movies",0.01045480992768468
"Le Carre's Best Film","ashton kutcher",1.6702227221189228E-4
"alan moore","jfd",2.0739170263400346E-5
"alan moore","Lovely",3.3846127456279276E-5
"dracula","2",0.002568342347470855
"Karen Allen","3",0.0062796150401976236
"dracula","1",0.0011518884249402859
"dracula","de-genderization",4.715809942488848E-5
"dracula","7",2.932036496252362E-4
"dracula","6",1.5612157726389278E-4
"dracula","5",5.334379083051413E-4
"NOT A MOVIE","thought-provoking",4.0738105422242105E-4
"civilians at war","3",0.01228802088305571
"vertriloquism","R",2.971649055048957E-4
"dracula","4",0.0016282503655370816
"dracula","9",9.472997638272308E-5
"dracula","8",1.090196962596675E-4
"dystopia","jew",0.0031152363949466283
"NOT A MOVIE","classic war movie",4.2817148923649244E-5
"Le Carre's Best Film","piper perbo",4.345921783321497E-5
"NOT A MOVIE","Complex",4.4947290744545235E-5
"NOT A MOVIE","POLITICAL",5.3516315921872586E-5
"NOT A MOVIE","Minnesota",4.144305390313149E-5
"civilians at war","2",0.005734969364123739
"Le Carre's Best Film","plucky crew",1.835745920084433E-4
"Le Carre's Best Film","M",3.978273858192926E-5
"Le Carre's Best Film","SUICIDE",7.667469795312787E-5
"Le Carre's Best Film","elephants",2.4446004446933246E-4
"Le Carre's Best Film","twee",3.491390357785693E-5
"Le Carre's Best Film","comes apart in last third",4.742960517057533E-5
"Le Carre's Best Film","Q",3.978273858192926E-5
"Le Carre's Best Film","good lighting",6.982780715571386E-5
"vertriloquism","Maureen Lipman",6.662327311475152E-5
"NOT A MOVIE","Tumey's VHS",5.110015335678554E-4
"NOT A MOVIE","Spielberg",4.097098406341116E-5
"NOT A MOVIE","bullying",1.729208220896139E-4
"NOT A MOVIE","Every fans must see",7.553069292825685E-5
"NOT A MOVIE","cycling",2.2346606854709396E-4
"NOT A MOVIE","based on a short story",1.5249119990473224E-4
"NOT A MOVIE","Charles Dickens",2.679517661923049E-4
"NOT A MOVIE","Nice drama",5.006915960119627E-5
"NOT A MOVIE","tolerance",5.208740260312651E-5
"jew","R",0.011285891799946159
"NOT A MOVIE","jmq",5.911914325349387E-5
"dystopia","SHRUNKEN PEOPLE",0.003392534718935176
"Karen Allen","2",0.0048732199972742665
"jew","Bataan Death March",5.740013246367094E-5
"dystopia","jet",0.003052655598536688
"jew","Noel Coward",1.9765332319817945E-4
"jew","f",1.761622837772244E-4
"jew","g",4.620070359046092E-5
"alan moore","3",0.006526395071352615
"jew","d",2.8941234184593065E-4
"jew","e",5.0148121786123905E-5
"jew","love affair",2.093096773353307E-4
"jew","c",4.128331889443942E-5
"jew","unrealistic but well done",8.043684715673943E-5
"jew","a",4.620070359046092E-5
"civilians at war","1",0.002632897529373585
"jew","wartime",5.883252286134988E-4
"jew","l",3.8367296688234975E-5
"jew","independent film",2.8066255711360437E-4
"jew","cool costume",3.1329541412901176E-5
"jew","Battle between man and nature",1.1968862758022962E-4
"jew","s",4.620070359046092E-5
"jew","quick cuts",8.645655990944461E-5
"jew","Estonian",4.9721024124267295E-5
"jew","illusionist",8.043684715673943E-5
"see also:Zathura","R",0.001381198994151139
"dracula",">",0.0019161504108141962
"dracula","Lisa Eilbacher",4.000582677473969E-5
"dracula","El dilema",9.129009047629852E-5
"dracula","religion:Xian",2.0725513645814626E-4
"dracula","G",2.961202845102041E-4
"dracula","ashton kutcher",7.833676952199379E-5
"alan moore","2",0.003621635923710309
"denzel's fine behind","R",0.030383061402465085
"denzel's fine behind","swords",5.3516315921872586E-5
"see also:Zathura","swords",8.85201420884657E-5
"alan moore","1",0.0014186968690513037
"see also:Zathura","pedophile",9.512577292280854E-5
"see also:Zathura","f",1.1524993312709219E-4
"see also:Zathura","g",3.830322765862073E-5
"see also:Zathura","d",4.4871244808018475E-4
"see also:Zathura","e",3.830322765862073E-5
"see also:Zathura","b",7.902444779436415E-5
"see also:Zathura","c",3.830322765862073E-5
"see also:Zathura","a",1.2941370433095626E-4
"see also:Zathura","wartime",2.7146590010055258E-5
"see also:Zathura","h",3.830322765862073E-5
"see also:Zathura","t",3.830322765862073E-5
"see also:Zathura","sequelTo:Bruce Almighty",3.219051482831306E-5
"see also:Zathura","magical aging/immortality",4.205866909483408E-5
"vertriloquism","World War 2",6.662327311475152E-5
"jew","Not bad sequel",1.7399444678963016E-4
"dystopia","Great score",0.002011758357015077
"jew","illusionism",8.043684715673943E-5
"jew","diner",6.164228676486538E-5
"civilians at war","BOARDROOM JUNGLE",8.695049430481832E-5
"NOT A MOVIE","I Don't Get It",3.6677668585253006E-5
"NOT A MOVIE","R:graphic nudity",5.4311313902390716E-5
"Taye Diggs","Don Cheadle",6.827868225070982E-5
"jew","affectionate",0.001866229901955388
"alan moore","BOARDROOM JUNGLE",2.7192133244938025E-5
"alan moore","de-genderization",3.807243493628829E-4
"jew","great cast excellent",0.0015379763193304097
"denzel's fine behind","munchausen syndrome",6.728150522827494E-5
"dracula","piper perbo",5.2279968281539515E-5
"dracula","plucky crew",4.7564082846431274E-5
"dracula","SUICIDE",4.715809942488848E-5
"jew","Tobey Maguire",3.482261337987572E-4
"dracula","elephants",2.206227557423386E-4
"see also:Zathura","affectionate",2.3902893662736685E-4
"denzel's fine behind","pedophile",1.8678185480063843E-4
"denzel's fine behind","Noel Coward",6.33612975546883E-5
"alan moore","7",6.776215249307678E-5
"alan moore","6",4.413060471678069E-5
"Karen Allen","1",0.008128302621159466
"Karen Allen","BOARDROOM JUNGLE",7.487465416881409E-5
"Karen Allen","de-genderization",1.0021293034741038E-4
"alan moore","5",4.909877373685711E-4
"Karen Allen","7",2.506061483358359E-4
"Karen Allen","6",5.011697104062465E-5
"Karen Allen","5",5.078575137015936E-4
"dystopia","assasination plot",0.0015557900561963553
"alan moore","4",0.002084805946329758
"NOT A MOVIE","screwball",6.728150522827494E-5
"civilians at war","de-genderization",2.3974966153208598E-4
"NOT A MOVIE","social message",2.6253991391486257E-4
"civilians at war","7",3.8741302910543423E-4
"civilians at war","6",2.996102620834878E-4
"Karen Allen","4",0.003008828868645915
"Karen Allen","9",1.2412860307478145E-4
"civilians at war","5",2.834275457025291E-4
"Karen Allen","8",9.666695119388546E-5
"Karen Allen",">",0.002958158444032606
"Karen Allen","Lisa Eilbacher",8.216292983879139E-5
"Karen Allen","Michael Byrne",0.0011120786079360885
"Karen Allen","El dilema",7.893734541051647E-5
"Karen Allen","religion:Xian",3.674395636417217E-4
"alan moore","9",1.0615803195509774E-4
"denzel's fine behind","f",5.186713257594685E-5
"see also:Zathura","great cast excellent",3.0407171228830206E-5
"denzel's fine behind","d",1.9281494655576706E-4
"denzel's fine behind","love affair",2.837819083135231E-4
"denzel's fine behind","c",5.025434036180938E-5
"denzel's fine behind","unrealistic but well done",4.193743436819265E-5
"denzel's fine behind","wartime",9.02348309318982E-5
"dracula","twee",7.763934787200699E-5
"jew","guilt",2.116694982761322E-4
"vertriloquism","good but not great",6.662327311475152E-5
"alan moore",">",0.0028024389843380932
"alan moore","Lisa Eilbacher",7.617656351494743E-5
"alan moore","Michael Byrne",1.3944630716589953E-4
"alan moore","religion:Xian",3.203534227221227E-4
"alan moore","G",3.845885843958767E-4
"alan moore","ashton kutcher",1.131705188420849E-4
"vertriloquism","gloomy",6.662327311475152E-5
"see also:Zathura","Tobey Maguire",2.124419278982951E-4
"civilians at war","4",0.005539718850030815
"see also:Zathura","guilt",9.329851616014272E-5
"civilians at war","9",1.0486994045061074E-4
"civilians at war","8",4.99907888988615E-5
"civilians at war","Fun fun",5.7559867472363014E-5
"dystopia","Jeremy Leven",0.0014257729910909303
"NOT A MOVIE","Matthew Goode",5.165140452402452E-5
"NOT A MOVIE","Gigi",5.254236297077391E-5
"NOT A MOVIE","fear of commitment",5.6109286877141286E-5
"dystopia","well cast",7.993602555570201E-4
"NOT A MOVIE","visually appealing",3.740248221144138E-4
"NOT A MOVIE","unintentional comedy",5.025434036180938E-5
"NOT A MOVIE","Documentary",4.144305390313149E-5
"NOT A MOVIE","topic:evangelism",4.7771308490014384E-5
"dystopia","Touching",1.450244971067787E-4
"Karen Allen","G",9.812228538173152E-4
"Karen Allen","ashton kutcher",6.765890848369732E-5
"Karen Allen","piper perbo",3.627363556829254E-5
"see also:Zathura","better than second",8.144244027148684E-5
"see also:Zathura","adapted from:game",7.660645531724146E-5
"see also:Zathura","Romans",4.4756190640158414E-5
"see also:Zathura","thought-provoking",4.938876196429E-4
"see also:Zathura","bourgeois",5.084450980159093E-5
"see also:Zathura","Complex",3.422847596619843E-5
"see also:Zathura","one of Miyazaki's finest",3.35743604924452E-5
"see also:Zathura","rewatchable",3.647906583454899E-5
"see also:Zathura","anti-war commentary",3.1134583476670866E-5
"see also:Zathura","Tumey's VHS",2.8930316074519426E-4
"see also:Zathura","Spielberg",1.1148703357647083E-4
"jew","better than second",8.493802689344052E-5
"denzel's fine behind","independent film",2.1870815130897516E-4
"Le Carre's Best Film","R",0.062413958772487434
"denzel's fine behind","cool costume",1.5538418357703785E-4
"denzel's fine behind","of course you keep seeing dead people...they're all dying!",6.728150522827494E-5
"denzel's fine behind","Estonian",5.869204559163726E-5
"denzel's fine behind","evil computer",1.2425799925969293E-4
"denzel's fine behind","illusionist",4.193743436819265E-5
"denzel's fine behind","illusionism",4.193743436819265E-5
"denzel's fine behind","affectionate",0.0011460509141051562
"denzel's fine behind","great cast excellent",1.9289349737670747E-4
"denzel's fine behind","Tobey Maguire",2.398645319914567E-4
"denzel's fine behind","guilt",1.859310938669576E-4
"Taye Diggs","Ensemble cast",6.827868225070982E-5
"denzel's fine behind","adapted from:game",5.9564420659005446E-5
"denzel's fine behind","Takashi Miike",1.297324514857292E-4
"denzel's fine behind","a good comedy",4.168732429439526E-5
"denzel's fine behind","Revenge Trilogy",2.4492550050438355E-4
"denzel's fine behind","Romans",1.0226155544773383E-4
"jew","adapted from:game",5.740013246367094E-5
"alan moore","plucky crew",5.160374635969218E-4
"alan moore","M",7.175449920380095E-5
"denzel's fine behind","thought-provoking",8.101275584115584E-4
"civilians at war",">",0.0038017018187447137
"civilians at war","Lisa Eilbacher",5.1145298808558774E-5
"civilians at war","Michael Byrne",1.9136013168841008E-4
"civilians at war","El dilema",1.8423356512361756E-4
"civilians at war","religion:Xian",2.7331981577087777E-4
"civilians at war","G",0.0010348381522210983
"dystopia","train trip",0.001176521833698623
"Karen Allen","plucky crew",1.4764668068383113E-4
"NOT A MOVIE","movie theatre",2.87800999681711E-4
"NOT A MOVIE","butchery",5.377466089561575E-5
"dystopia","silly and stupid",3.643520850512899E-4
"NOT A MOVIE","space",9.386803997910746E-5
"NOT A MOVIE","natural disaster",5.025434036180938E-5
"NOT A MOVIE","boys",6.63711539310409E-5
"NOT A MOVIE","East Germany",1.0388059536715567E-4
"NOT A MOVIE","Tippi Hedren",1.1427842043378146E-4
"NOT A MOVIE","Amazing Cinematography",3.3212443371213223E-4
"NOT A MOVIE","POWs",5.144003491409024E-5
"NOT A MOVIE","Johann Wolfgang von Goethe",5.4311313902390716E-5
"NOT A MOVIE","Visual spectacle",5.5787340249533483E-5
"NOT A MOVIE","BUILDING SELF-ESTEEM",4.236804822562629E-5
"NOT A MOVIE","homeschooling",4.7771308490014384E-5
"NOT A MOVIE","KIDNAPPING",4.144305390313149E-5
"NOT A MOVIE","on-off relationship",5.377466089561575E-5
"alan moore","ignorance",1.2007255136023363E-4
"see also:Zathura","Roald Dahl",3.465450902085457E-4
"jew","Takashi Miike",1.1179040855098928E-4
"jew"," ",9.528111795464118E-5
"jew","Revenge Trilogy",1.5564813983554512E-4
"jew","Dudley Moore",6.30393509270805E-5
"jew","Romans",1.3920573167307414E-4
"dracula","R",0.04462277701560706
"denzel's fine behind","Best Performance:  Faye dunaway as Evelyn Cross Mulwray",1.7444525984676643E-4
"Le Carre's Best Film","swords",3.290410446696887E-4
"Le Carre's Best Film","munchausen syndrome",1.1285881831819841E-4
"jew","thought-provoking",0.0015020552139988856
"jew","Best Performance:  Faye dunaway as Evelyn Cross Mulwray",2.0874901943161906E-4
"jew","Best Of the Brosnon Bonds",4.18593785008741E-5
"jew","classic war movie",1.9340059524549337E-4
"jew","cynicism",4.5905967484929466E-5
"jew","tough guy",9.862135954476223E-5
"jew","Complex",2.6407458306897433E-4
"jew","POLITICAL",1.035946102640993E-4
"jew","boring as shit",3.7551628750698757E-5
"jew","one of Miyazaki's finest",8.514832896193814E-5
"jew","rewatchable",2.0855213289791785E-4
"jew","anti-war commentary",1.8954559257096707E-4
"jew","Minnesota",1.8790421516342234E-4
"jew","hipster",4.311638113575654E-5
"jew","nuclear bomb",6.431780254939021E-4
"jew","Tumey's VHS",0.0013862960545670561
"denzel's fine behind","cynicism",5.4876988952299434E-5
"dracula","swords",4.399410628878118E-4
"dracula","box office flop",3.342904649201972E-5
"dracula","munchausen syndrome",5.7998148929876714E-5
"jew","Spielberg",0.001110960234711834
"see also:Zathura","Cartoons",1.0282036970299932E-4
"see also:Zathura","Charles Dickens",4.0493593747361364E-4
"see also:Zathura","tolerance",3.247203243576152E-5
"see also:Zathura","jmq",1.1312538089985629E-4
"see also:Zathura","R:graphic nudity",4.35924991240439E-5
"NOT A MOVIE","mule",4.219367019167345E-5
"alan moore","SUICIDE",1.240728777915152E-4
"civilians at war","ashton kutcher",3.464932553002464E-5
"civilians at war","piper perbo",5.394417307992503E-5
"alan moore","elephants",5.51038674673742E-4
"alan moore","twee",2.4735138151012507E-5
"alan moore","Q",7.175449920380095E-5
"alan moore","good lighting",4.751280784056224E-5
"Karen Allen","M",3.259715631700682E-5
"civilians at war","plucky crew",1.3476376156804017E-4
"see also:Zathura","Biblical",4.606570249362154E-5
"civilians at war","ignorance",1.8886250260160458E-4
"NOT A MOVIE","Hugh Bonneville",5.4876988952299434E-5
"civilians at war","SUICIDE",6.789816131886209E-4
"NOT A MOVIE","Gerard Depardieu",7.553069292825685E-5
"NOT A MOVIE","sexual fantasy",4.98871995393437E-5
"NOT A MOVIE","Friday night fare",4.8222994740958184E-5
"NOT A MOVIE","teacher student relationship",1.0315139627750569E-4
"NOT A MOVIE","Robyn Hitchcock",5.9564420659005446E-5
"NOT A MOVIE","drug",1.0185914151327292E-4
"NOT A MOVIE","could have been better",4.953250659442132E-5
"NOT A MOVIE","Drive-In",5.750635103935641E-5
"NOT A MOVIE","Isabella Rosselini",5.3516315921872586E-5
"NOT A MOVIE","preppie",5.6109286877141286E-5
"NOT A MOVIE","jessican lange",5.102969056220405E-5
"NOT A MOVIE","Ang Lee",3.3243138837970985E-4
"NOT A MOVIE","adaptedInto:Television series",6.827868225070981E-5
"NOT A MOVIE","26.02.06",4.8695064580678526E-5
"NOT A MOVIE","IN LIBRARY",2.710124343116949E-4
"NOT A MOVIE","Mexico",8.087517528613497E-5
"NOT A MOVIE","terrible",5.144003491409024E-5
"NOT A MOVIE","Great Adaptations",2.6859919479362996E-4
"NOT A MOVIE","World War I",2.2968604189559932E-4
"jew","just a pleasure to see Paul playing pool again.",4.480363942824579E-5
"jew","bullying",4.454529445450263E-5
"jew","hormonal",1.0164670436190194E-4
"jew","native people",1.9064944525360288E-4
"jew","cycling",4.980702422162484E-4
"jew","based on a short story",2.346163101650149E-4
"jew","portraying impaired people as spawns of satan is dubious if not despicable",4.357134150340394E-5
"jew","Cartoons",4.311638113575654E-5
"jew","Charles Dickens",2.447991744550895E-4
"jew","NR (PG)",4.8168188749520764E-5
"dracula","pedophile",4.2388885129645193E-4
"denzel's fine behind","tough guy",5.102969056220405E-5
"denzel's fine behind","Complex",1.0439860284418454E-4
"denzel's fine behind","sex comedy",4.168732429439526E-5
"denzel's fine behind","sub titles",1.327423078620818E-4
"denzel's fine behind","one of Miyazaki's finest",4.429317527079201E-5
"denzel's fine behind","rewatchable",1.0889978258088565E-4
"denzel's fine behind","Minnesota",4.144305390313149E-5
"denzel's fine behind","hipster",1.1867882656134708E-4
"denzel's fine behind","nuclear bomb",6.728150522827494E-5
"NOT A MOVIE","END OF THE WORLD",4.015723954528305E-5
"Le Carre's Best Film","pedophile",3.4685116922774E-4
"Le Carre's Best Film","Noel Coward",4.5257190807965535E-5
"Le Carre's Best Film","f",3.9637675159699486E-4
"Le Carre's Best Film","d",0.0012723344737718399
"Le Carre's Best Film","e",4.10150365067711E-5
"Le Carre's Best Film","b",3.333592816736745E-5
"Le Carre's Best Film","love affair",3.833734897656394E-5
"Le Carre's Best Film","c",3.2150233615086615E-5
"Le Carre's Best Film","Kadeem Hardison",5.39062656477277E-5
"Le Carre's Best Film","unrealistic but well done",1.5334939590625575E-4
"denzel's fine behind","Tumey's VHS",1.4213184168775325E-4
"jew","chase in airport cargo handling facility",4.931067977238111E-5
"denzel's fine behind","Spielberg",8.043965676866939E-5
"dracula","f",3.21401046560394E-4
"denzel's fine behind","bullying",5.828170123975108E-5
"denzel's fine behind","cycling",1.0825248929168611E-4
"civilians at war","elephants",2.2849904197783878E-4
"Taye Diggs","owned",6.827868225070982E-5
"see also:Zathura","poor sequel",3.156168113852748E-5
"see also:Zathura","AMMHorror",6.129155761610368E-5
"see also:Zathura","Robert Ludlum",7.427868528363538E-5
"Karen Allen","SUICIDE",1.0795932149001858E-4
"Le Carre's Best Film","wartime",6.550424548246012E-4
"civilians at war","twee",1.6787066268822513E-4
"denzel's fine behind","based on a short story",3.4312465553689796E-5
"civilians at war","good lighting",3.779215520209757E-5
"dracula","d",6.021421950098125E-4
"dracula","b",1.3146265024223256E-4
"dracula","c",4.097098406341116E-5
"dracula","unrealistic but well done",6.015225713397099E-5
"dracula","a",2.9908725958213352E-5
"dracula","wartime",7.83547550178422E-4
"dracula","l",1.1915749996677669E-4
"jew","Nice drama",9.670029762274668E-5
"jew","tolerance",3.421982574673836E-5
"jew","jmq",1.5799111214145022E-4
"jew","I Don't Get It",7.102974045910774E-4
"jew","screwball",0.001726856561830005
"jew","social message",2.1777152948886179E-4
"jew","Biblical",7.112965736576713E-4
"jew","poor sequel",3.330947444950432E-5
"jew","Matthew Goode",9.986478746840317E-5
"jew","face mask",3.6917347292062695E-5
"jew","lacked substance",6.951295750702664E-5
"jew","Maureen Lipman",2.7065965556787594E-4
"jew","Robert Ludlum",7.777427190558905E-5
"jew","visually appealing",7.756307701243863E-4
"jew","unintentional comedy",2.0860348221741484E-4
"NOT A MOVIE","chick flick",9.955869438024907E-4
"vertriloquism","Wes Anderson movies",6.813027636044034E-5
"denzel's fine behind","Cartoons",1.1867882656134708E-4
"Karen Allen","elephants",2.9102867939321354E-4
"Karen Allen","twee",6.996066398096304E-5
"Le Carre's Best Film","l",7.297244417285841E-5
"Le Carre's Best Film","independent film",8.857557142586506E-4
"Le Carre's Best Film","cool costume",1.0107186333686952E-4
"Le Carre's Best Film","of course you keep seeing dead people...they're all dying!",1.1285881831819841E-4
"Le Carre's Best Film","quick cuts",1.1501204692969182E-4
"Le Carre's Best Film","evil computer",3.677288220557666E-5
"Le Carre's Best Film","illusionist",1.5334939590625575E-4
